rowid	repo	accession	data url	total citations	article reference note; see also: 'COMMENTS'	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	How many merged citation records?	WoS Cited by how many?	COMMENTS	Google Scholar Search Term	Search results	Dropbox filenames (for multiple files or multiple citations)	Imported to Mendeley?	Link ot GS results	MONTH_wos_citingPaper_colxn	DAY_wos_citingPaper_colxn	YEAR_wos_citingPaper_colxn	string matched to (partial) file name to extract data collection date data	Journal (for Journal Archives Set)	"date made public (ArrayExpress, GEO)"	WOS cited by collected (HEPData)	Published and PrePrint INFO (HEPData)	"authors (GEOROC, Journal Archives (International Studies Quarterly = authors (pub. Yr.))"	"jrnl vol year pages (GEOROC); year (ICPSR); pub month, year, volume, issue (JournalArchives - but NOT: International Studies Quarterly; Journal of Peace Research = vol, issue only)"	"article title (GEOROC, JournalArchives)"	misc bibliographic (Biostats; Journal of Applied Econometrics; Journal of Conflict Resolution; International Studies Quarterly); page numbers( Journal of Money Credit and Banking; The Federal Reserve Bank of St Louis Review; American Economic Review); author_title ( Journal of Peace Research)	"article ref when multiple in record, if there was a difference in scope, this version is less inclusive (JournalArchives); article ref from data source (TreeBase)"	data citation (dataset doi) OLD that differ from NEW dataset DOI's (Pangaea)	Total Data Reuses (Pangaea)	Unable to access full text (Pangaea)	Date Recorded (Pangaea)
360	GEO	GSE3570	NA	9	NA	"Brozova M, Kleibl Z, Netikova I, Sevcik J et al. Establishment, growth and in vivo differentiation of a new clonal human cell line, EM-G3, derived from breast cancer progenitors. Breast Cancer Res Treat 2007 Jun;103(2):247-57. PMID: 17063277"	17063277	10.1007/s10549-006-9358-x	Y	2	2	9	NA	GSE3570 OR 'GSE 3570'	0	NA	NA	NA	Oct	23	2010	GSE3570	NA	11/8/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	GEO	GSE2896	NA	7	NA	"Aalami OO, Nacamuli RP, Salim A, Fong KD et al. Differential transcriptional expression profiles of juvenile and adult calvarial bone. Plast Reconstr Surg 2005 Jun;115(7):1986-94. PMID: 15923847"	15923847	10.1097/01.PRS.0000163323.66318.73	Y	1	1	7	NA	GSE2896 OR 'GSE 2896'	0	NA	NA	NA	Oct	23	2010	GSE2896	NA	7/9/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	GEO	GSE3525	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3525 OR 'GSE 3525'	1	NA	y	NA	NA	NA	NA	NA	NA	11/5/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	GEO	GSE2132	NA	35	NA	"Zanetti ME, Chang IF, Gong F, Galbraith DW et al. Immunopurification of polyribosomal complexes of Arabidopsis for global analysis of gene expression. Plant Physiol 2005 Jun;138(2):624-35. PMID: 15955926"	15955926	10.1104/pp.105.059477	Y	1	1	35	NA	GSE2132 OR 'GSE 2132'	0	NA	NA	NA	Oct	23	2010	GSE2132	NA	6/6/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	GEO	GSE1175	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	NA	GSE1175 OR 'GSE 1175'	0	NA	NA	NA	Oct	23	2010	GSE1175	NA	1/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	GEO	GSE1255	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	NA	GSE1255 OR 'GSE 1255'	0	NA	NA	NA	Oct	23	2010	GSE1255	NA	1/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	GEO	GSE1876	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE1876 OR 'GSE 1876'	0	NA	NA	NA	NA	NA	NA	NA	NA	10/18/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	GEO	GSE3358	NA	254	NA	"Gasch AP, Huang M, Metzner S, Botstein D et al. Genomic expression responses to DNA-damaging agents and the regulatory role of the yeast ATR homolog Mec1p. Mol Biol Cell 2001 Oct;12(10):2987-3003. PMID: 11598186"	11598186	NA	Y	2	2	254	NA	GSE3358 OR 'GSE 3358'	0	NA	NA	NA	Oct	23	2010	GSE3358	NA	9/24/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	GEO	GSE1397	NA	48	NA	"Mao R, Wang X, Spitznagel EL Jr, Frelin LP et al. Primary and secondary transcriptional effects in the developing human Down syndrome brain and heart. Genome Biol 2005;6(13):R107. PMID: 16420667"	16420667	10.1186/gb-2005-6-13-r107	Y	3	3	48	NA	GSE1397 OR 'GSE 1397'	2	NA	y	NA	Oct	23	2010	GSE1397	NA	5/10/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	GEO	GSE2787	NA	15	NA	"De Pitt C, Tombolan L, Albiero G, Sartori F et al. Gene expression profiling identifies potential relevant genes in alveolar rhabdomyosarcoma pathogenesis and discriminates PAX3-FKHR positive and negative tumors. Int J Cancer 2006 Jun 1;118(11):2772-81. PMID: 16381018"	16381018	10.1002/ijc.21698	Y	1	1	15	NA	GSE2787 OR 'GSE 2787'	1	NA	y	NA	Oct	23	2010	GSE2787	NA	10/25/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	GEO	GSE1243	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	NA	GSE1243 OR 'GSE 1243'	1	NA	y	NA	Oct	23	2010	GSE1243	NA	1/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	GEO	GSE2890	NA	9	NA	"Schwimmer H, Eli-Berchoer L, Horowitz M. Acclimatory-phase specificity of gene expression during the course of heat acclimation and superimposed hypohydration in the rat hypothalamus. J Appl Physiol 2006 Jun;100(6):1992-2003. PMID: 16469936"	16469936	10._1152/_japplphysiol._00850._2005 	Y	1	1	9	NA	GSE2890 OR 'GSE 2890'	2	NA	y	NA	Oct	23	2010	GSE2890	NA	10/29/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	GEO	GSE2378	NA	61	NA	"Hernandez MR, Agapova OA, Yang P, Salvador-Silva M et al. Differential gene expression in astrocytes from human normal and glaucomatous optic nerve head analyzed by cDNA microarray. Glia 2002 Apr 1;38(1):45-64. PMID: 11921203"	11921203	10.1002/glia.10051	Y	1	1	61	2 citations found	GSE2378 OR 'GSE 2378'	1	GSE2378(HernandezMR_Glia2002)	y	NA	Oct	23	2010	GSE2378(HernandezMR_Glia2002)	NA	3/9/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	GEO	GSE2378	NA	NA	NA	"Kompass KS, Agapova OA, Li W, Kaufman PL et al. Bioinformatic and statistical analysis of the optic nerve head in a primate model of ocular hypertension. BMC Neurosci 2008 Sep 26;9:93. PMID: 18822132"	18822132	10.1186/1471-2202-9-93	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	GEO	GSE2104	NA	12	NA	"Hinojos CA, Boerwinkle E, Fornage M, Doris PA. Combined genealogical, mapping, and expression approaches to identify spontaneously hypertensive rat hypertension candidate genes. Hypertension 2005 Apr;45(4):698-704. PMID: 15710778"	15710778	10.1161/01.HYP.0000156498.78896.37	Y	1	1	12	NA	GSE2104 OR 'GSE 2104'	4	NA	y	NA	Oct	23	2010	GSE2104	NA	4/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	GEO	GSE2208	NA	29	NA	"Liu YZ, Dvornyk V, Lu Y, Shen H et al. A novel pathophysiological mechanism for osteoporosis suggested by an in vivo gene expression study of circulating monocytes. J Biol Chem 2005 Aug 12;280(32):29011-6. PMID: 15965235"	15965235	10.1074/jbc.M501164200	Y	1	1	29	NA	GSE2208 OR 'GSE 2208'	2	NA	y	NA	Oct	23	2010	GSE2208	NA	7/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	GEO	GSE2772	NA	15	NA	"Jain RN, Brunkan CS, Chew CS, Samuelson LC. Gene expression profiling of gastrin target genes in parietal cells. Physiol Genomics 2006 Jan 12;24(2):124-32. PMID: 16278279"	16278279	10._1152/_physiolgenomics._00133._2005 	Y	1	1	15	NA	GSE2772 OR 'GSE 2772'	0	NA	NA	NA	Oct	23	2010	GSE2772	NA	11/15/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	GEO	GSE2472	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE2472 OR 'GSE 2472'	0	NA	NA	NA	NA	NA	NA	NA	NA	5/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	GEO	GSE2620	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	2 citations found	GSE2620 OR 'GSE 2620'	0	GSE2620(BiehlA_Gene2005)	y	NA	Oct	23	2010	GSE2620(BiehlA_Gene2005)	NA	10/20/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	GEO	GSE2620	NA	84	NA	"Bonardi V, Pesaresi P, Becker T, Schleiff E et al. Photosystem II core phosphorylation and photosynthetic acclimation require two different protein kinases. Nature 2005 Oct 20;437(7062):1179-82. PMID: 16237446"	16237446	10.1038/nature04016	Y	1	1	84	NA	NA	NA	GSE2620(BonardiV_Nature2005)	NA	NA	Oct	23	2010	GSE2620(BonardiV_Nature2005)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	GEO	GSE1244	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	NA	GSE1244 OR 'GSE 1244'	0	NA	NA	NA	Oct	23	2010	GSE1244	NA	1/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	GEO	GSE2418	NA	6	NA	"H_gg U, Johansson ME, Gr_nros J, Naylor AS et al. Gene expression profile and aortic vessel distensibility in voluntarily exercised spontaneously hypertensive rats: potential role of heat shock proteins. Physiol Genomics 2005 Aug 11;22(3):319-26. PMID: 15914578"	15914578	10._1152/_physiolgenomics._00073._2005 	Y	1	1	6	NA	GSE2418 OR 'GSE 2418'	2	NA	y	NA	Oct	23	2010	GSE2418	NA	3/22/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	GEO	GSE2978	NA	15	NA	"MacFarlane RC, Shah PH, Singh U. Transcriptional profiling of Entamoeba histolytica trophozoites. Int J Parasitol 2005 Apr 30;35(5):533-42. PMID: 15826645"	15826645	10.1016/j.ijpara.2005.02.006	Y	1	1	15	NA	GSE2978 OR 'GSE 2978'	0	NA	NA	NA	Oct	23	2010	GSE2978	NA	7/22/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	GEO	GSE2499	NA	129	NA	"Muotri AR, Chu VT, Marchetto MC, Deng W et al. Somatic mosaicism in neuronal precursor cells mediated by L1 retrotransposition. Nature 2005 Jun 16;435(7044):903-10. PMID: 15959507"	15959507	10.1038/nature03663	Y	2	2	129	NA	GSE2499 OR 'GSE 2499'	0	NA	NA	NA	Oct	23	2010	GSE2499	NA	6/16/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	GEO	GSE3138	NA	92	NA	"Helmann JD, Wu MF, Gaballa A, Kobel PA et al. The global transcriptional response of Bacillus subtilis to peroxide stress is coordinated by three transcription factors. J Bacteriol 2003 Jan;185(1):243-53. PMID: 12486061"	12486061	10.1128/JB.185.1.243-253.2003	Y	1	1	92	NA	GSE3138 OR 'GSE 3138'	0	NA	NA	NA	Oct	23	2010	GSE3138	NA	8/16/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	GEO	GSE1434	NA	25	NA	"Eichberger T, Sander V, Schnidar H, Regl G et al. Overlapping and distinct transcriptional regulator properties of the GLI1 and GLI2 oncogenes. Genomics 2006 May;87(5):616-32. PMID: 16434164"	16434164	10.1016/j.ygeno.2005.12.003	Y	1	1	25	NA	GSE1434 OR 'GSE 1434'	1	NA	y	NA	Oct	23	2010	GSE1434	NA	5/25/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	GEO	GSE3862	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3862 OR 'GSE 3862'	1	NA	y	NA	NA	NA	NA	NA	NA	12/20/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	GEO	GSE3791	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3791 OR 'GSE 3791'	2	NA	y	NA	NA	NA	NA	NA	NA	12/9/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	GEO	GSE1656	NA	5	NA	"Ghorbel MT, Becker KG, Henley JM. Profile of changes in gene expression in cultured hippocampal neurones evoked by the GABAB receptor agonist baclofen. Physiol Genomics 2005 Jun 16;22(1):93-8. PMID: 15784695"	15784695	10._1152/_physiolgenomics._00202._2004 	Y	1	1	5	NA	GSE1656 OR 'GSE 1656'	0	NA	NA	NA	Oct	23	2010	GSE1656	NA	4/6/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	GEO	GSE3594	NA	57	NA	"Zapala MA, Hovatta I, Ellison JA, Wodicka L et al. Adult mouse brain gene expression patterns bear an embryologic imprint. Proc Natl Acad Sci U S A 2005 Jul 19;102(29):10357-62. PMID: 16002470"	16002470	10.1073/pnas.0503357102	Y	1	1	57	NA	GSE3594 OR 'GSE 3594'	4	NA	y	NA	Oct	23	2010	GSE3594	NA	11/11/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	GEO	GSE3236	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3236 OR 'GSE 3236'	0	NA	NA	NA	NA	NA	NA	NA	NA	10/7/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	GEO	GSE3663	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3663 OR 'GSE 3663'	0	NA	NA	NA	NA	NA	NA	NA	NA	12/13/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	GEO	GSE2880	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE2880 OR 'GSE 2880'	2	NA	y	NA	NA	NA	NA	NA	NA	7/6/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	GEO	GSE2239	NA	23	NA	"Shapira M, Segal E, Botstein D. Disruption of yeast forkhead-associated cell cycle transcription by oxidative stress. Mol Biol Cell 2004 Dec;15(12):5659-69. PMID: 15371544"	15371544	10.1091/mbc.E04-04-0340	Y	2	2	23	NA	GSE2239 OR 'GSE 2239'	0	NA	NA	NA	Oct	23	2010	GSE2239	NA	2/4/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	GEO	GSE1849	NA	11	NA	"Klings ES, Safaya S, Adewoye AH, Odhiambo A et al. Differential gene expression in pulmonary artery endothelial cells exposed to sickle cell plasma. Physiol Genomics 2005 May 11;21(3):293-8. PMID: 15741505"	15741505	10._1152/_physiolgenomics._00246._2004 	Y	1	1	11	NA	GSE1849 OR 'GSE 1849'	1	NA	y	NA	Oct	23	2010	GSE1849	NA	4/4/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	GEO	GSE2434	NA	2	NA	"Rosaleny LE, Ant_nez O, Ruiz-Garc_a AB, P_rez-Ort_n JE et al. Yeast HAT1 and HAT2 deletions have different life-span and transcriptome phenotypes. FEBS Lett 2005 Aug 1;579(19):4063-8. PMID: 16023114"	16023114	10.1016/j.febslet.2005.06.028	Y	1	1	2	NA	GSE2434 OR 'GSE 2434'	0	NA	NA	NA	Oct	23	2010	GSE2434	NA	7/23/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	GEO	GSE2122	NA	35	NA	"Dinel S, Bolduc C, Belleau P, Boivin A et al. Reproducibility, bioinformatic analysis and power of the SAGE method to evaluate changes in transcriptome. Nucleic Acids Res 2005 Feb 16;33(3):e26. PMID: 15716308"	15716308	10.1093/nar/gni025	Y	2	2	35	NA	GSE2122 OR 'GSE 2122'	0	NA	NA	NA	Oct	23	2010	GSE2122	NA	1/6/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	GEO	GSE1205	NA	34	NA	"Biehl A, Richly E, Noutsos C, Salamini F et al. Analysis of 101 nuclear transcriptomes reveals 23 distinct regulons and their relationship to metabolism, chromosomal gene distribution and co-ordination of nuclear and plastid gene expression. Gene 2005 Jan 3;344:33-41. PMID: 15656970"	15656970	10.1016/j.gene.2004.09.009	Y	1	1	34	NA	GSE1205 OR 'GSE 1205'	0	NA	NA	NA	Oct	23	2010	GSE1205	NA	1/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	GEO	GSE2512	NA	356	NA	"Irizarry RA, Warren D, Spencer F, Kim IF et al. Multiple-laboratory comparison of microarray platforms. Nat Methods 2005 May;2(5):345-50. PMID: 15846361"	15846361	10.1038/NMETH756	Y	2	2	356	NA	GSE2512 OR 'GSE 2512'	0	NA	NA	NA	Oct	23	2010	GSE2512	NA	4/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	GEO	GSE3956	NA	24	NA	"Zhang W, Chuang YJ, Swanson R, Li J et al. Antiangiogenic antithrombin down-regulates the expression of the proangiogenic heparan sulfate proteoglycan, perlecan, in endothelial cells. Blood 2004 Feb 15;103(4):1185-91. PMID: 14563633"	14563633	10.1182/blood-2003-08-2920 	Y	1	1	24	NA	GSE3956 OR 'GSE 3956'	0	NA	NA	NA	Oct	23	2010	GSE3956	NA	12/31/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	GEO	GSE2641	NA	70	NA	"Rifkin SA, Houle D, Kim J, White KP. A mutation accumulation assay reveals a broad capacity for rapid evolution of gene expression. Nature 2005 Nov 10;438(7065):220-3. PMID: 16281035"	16281035	10.1038/nature04114	Y	1	1	70	NA	GSE2641 OR 'GSE 2641'	0	NA	NA	NA	Oct	23	2010	GSE2641	NA	5/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	GEO	GSE3224	NA	42	NA	"McKinnell IW, Ishibashi J, Le Grand F, Punch VG et al. Pax7 activates myogenic genes by recruitment of a histone methyltransferase complex. Nat Cell Biol 2008 Jan;10(1):77-84. PMID: 18066051"	18066051	10.1038/ncb1671	Y	1	1	42	NA	GSE3224 OR 'GSE 3224'	0	NA	NA	NA	Oct	23	2010	GSE3224	NA	9/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	GEO	GSE3913	NA	13	NA	"Horvath DP, Soto-Surez M, Anderson JV, Chao WS. Transcriptome analysis of leafy spurge (Euphorbia esula L.) crown buds during shifts in well-defined phases of dormancy. Weed Sci. 54:821-827. 2006. doi: 10.1614/WS-06-06R1.1"	NA	10.1614/WS-06-06R1.1 	Y	2	2	13	NA	GSE3913 OR 'GSE 3913'	0	NA	NA	NA	Oct	23	2010	GSE3913	NA	12/29/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	GEO	GSE1862	NA	2	NA	"Lorenzi PL, Landowski CP, Brancale A, Song X et al. N-methylpurine DNA glycosylase and 8-oxoguanine dna glycosylase metabolize the antiviral nucleoside 2-bromo-5,6-dichloro-1-(beta-D-ribofuranosyl)benzimidazole. Drug Metab Dispos 2006 Jun;34(6):1070-7. PMID: 16565170"	16565170	10.1124/dmd.105.009209 	Y	1	1	2	NA	GSE1862 OR 'GSE 1862'	1	NA	y	NA	Oct	23	2010	GSE1862	NA	10/30/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	GEO	GSE1920	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE1920 OR 'GSE 1920'	0	NA	NA	NA	NA	NA	NA	NA	NA	10/18/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	GEO	GSE3771	NA	NA	citation missing	NA	NA 	NA	NA	NA	NA	NA	NA	GSE3771 OR 'GSE 3771'	0	NA	NA	NA	NA	NA	NA	NA	NA	12/9/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	GEO	GSE3321	NA	86	NA	"Forsberg EC, Prohaska SS, Katzman S, Heffner GC et al. Differential expression of novel potential regulators in hematopoietic stem cells. PLoS Genet 2005 Sep;1(3):e28. PMID: 16151515"	16151515	10.1371/journal.pgen.0010028	Y	2	2	86	NA	GSE3321 OR 'GSE 3321'	0	NA	NA	NA	NA	NA	NA	NA	NA	9/17/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
407	GEO	GSE1914	NA	5	NA	"Dubacq C, Chevalier A, Courbeyrette R, Petat C et al. Role of the iron mobilization and oxidative stress regulons in the genomic response of yeast to hydroxyurea. Mol Genet Genomics 2006 Feb;275(2):114-24. PMID: 16328372"	16328372	10.1007/s00438-005-0077-5	Y	2	2	5	NA	GSE1914 OR 'GSE 1914'	1	NA	y	NA	Oct	23	2010	GSE1914	NA	12/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	GEO	GSE2719	NA	36	NA	"Detwiller KY, Fernando NT, Segal NH, Ryeom SW et al. Analysis of hypoxia-related gene expression in sarcomas and effect of hypoxia on RNA interference of vascular endothelial cell growth factor A. Cancer Res 2005 Jul 1;65(13):5881-9. PMID: 15994966"	15994966	10.1158/0008-5472.CAN-04-4078 	Y	1	1	36	2 citations found	GSE2719 OR 'GSE 2719'	8	GSE2719(DetwillerKY_CancerRes2005)	y	NA	Oct	23	2010	GSE2719(DetwillerKY_CancerRes2005)	NA	7/1/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	GEO	GSE2719	NA	14	NA	"Yoon SS, Segal NH, Park PJ, Detwiller KY et al. Angiogenic profile of soft tissue sarcomas based on analysis of circulating factors and microarray gene expression. J Surg Res 2006 Oct;135(2):282-90. PMID: 16603191"	16603191	10.1016/j.jss.2006.01.023	Y	2	2	14	NA	NA	NA	GSE2719(YoonSS_JSurgRes2006)	NA	NA	Oct	23	2010	GSE2719(YoonSS_JSurgRes2006)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	GEO	GSE3053	NA	65	NA	"Walia H, Wilson C, Condamine P, Liu X et al. Comparative transcriptional profiling of two contrasting rice genotypes under salinity stress during the vegetative growth stage. Plant Physiol 2005 Oct;139(2):822-35. PMID: 16183841"	16183841	10.1104/pp.105.065961	Y	1	1	65	NA	GSE3053 OR 'GSE 3053'	5	NA	y	NA	Oct	23	2010	GSE3053	NA	8/4/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	GEO	GSE3238	NA	24	NA	"Nunes LR, Costa de Oliveira R, Leite DB, da Silva VS et al. Transcriptome analysis of Paracoccidioides brasiliensis cells undergoing mycelium-to-yeast transition. Eukaryot Cell 2005 Dec;4(12):2115-28. PMID: 16339729"	16339729	10.1128/EC.4.12.2115-2128.2005	Y	2	2	24	NA	GSE3238 OR 'GSE 3238'	0	NA	NA	NA	Oct	23	2010	GSE3238	NA	10/18/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	GEO	GSE2657	NA	NA	citation missing	NA	NA	NA	NA	NA	NA	NA	NA	GSE2657 OR 'GSE 2657'	3	NA	y	NA	NA	NA	NA	NA	NA	6/13/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	GEO	GSE2552	NA	246	NA	"Cheung VG, Spielman RS, Ewens KG, Weber TM et al. Mapping determinants of human gene expression by regional and genome-wide association. Nature 2005 Oct 27;437(7063):1365-9. PMID: 16251966"	16251966	10.1038/nature04244	Y	1	1	246	NA	GSE2552 OR 'GSE 2552'	14	NA	y	NA	Oct	23	2010	GSE2552	NA	10/27/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	GEOROC	14632	NA	18	NA	" DECKART K., BERTRAND H., LIEGEOIS J.-P.. GEOCHEMISTRY AND SR, ND, PB ISOTOPIC COMPOSITION OF THE CENTRAL ATLANTIC MAGMATIC PROVINCE (CAMP) IN GUYANA AND GUINEA. LITHOS 82 [2005] 289-314 "	NA	10.1016/j.lithos.2004.09.023	y	1	1	18	NA	GEOROC14632 OR 'GEOROC 14632'	0	NA	NA	NA	Dec	31	2010	14632	NA	NA	NA	NA	" DECKART K., BERTRAND H., LIEGEOIS J.-P."	LITHOS 82 [2005] 289-314 	"GEOCHEMISTRY AND SR, ND, PB ISOTOPIC COMPOSITION OF THE CENTRAL ATLANTIC MAGMATIC PROVINCE (CAMP) IN GUYANA AND GUINEA"	NA	NA	NA	NA	NA	NA
415	GEOROC	9022	NA	37	NA	" INNOCENTI F., AGOSTINI S., DI VINCENZO G., DOGLIONI C., MANETTI P., SAVASCIN M. Y., TONARINI S.. NEOGENE AND QUATERNARY VOLCANISM IN WESTERN ANATOLIA: MAGMA SOURCES AND GEODYNAMIC EVOLUTION. MAR. GEOL. 221 [2005] 397-421 "	NA	10.1016/j.margeo.2005.03.016	y	1	1	37	NA	GEOROC9022 OR 'GEOROC 9022'	0	NA	NA	NA	Dec	31	2010	9022	NA	NA	NA	NA	" INNOCENTI F., AGOSTINI S., DI VINCENZO G., DOGLIONI C., MANETTI P., SAVASCIN M. Y., TONARINI S."	MAR. GEOL. 221 [2005] 397-421 	NEOGENE AND QUATERNARY VOLCANISM IN WESTERN ANATOLIA: MAGMA SOURCES AND GEODYNAMIC EVOLUTION	NA	NA	NA	NA	NA	NA
